irá,69,V
real,69
don,69
regalo,69
fuimos,69
bonito,70
montón,70
hacerle,70
barco,70
entiendes,70
maldición,70
teniente,70
carne,70
dejo,71
pelo,71
gobierno,71
pie,71
corre,71
últimos,71
abrir,71
siguiente,71
misión,71
llevas,71
regreso,71
existe,71
quienes,71
miles,71
tanta,71
encontrado,71
secreto,71
solía,72
daño,72
tengan,72
pon,72
perdí,72
llamaré,72
empieza,72
conocer,72
estuviera,72
ley,72
quieras,72
acabar,72
podrá,72
dra.,72
salga,73
preguntas,73
llamó,73
base,73
tuvimos,73
luna,73
habías,73
ocho,73
mayoría,73
vienes,73
pido,73
tenían,73
llevó,73
verás,73
volvió,73
mantener,74
estén,74
causa,74
vieja,74
viendo,74
linda,74
déjeme,74
tuviste,74
raro,74
boca,74
ahi,74
finalmente,74
película,74
debía,75
hacerte,75
puedas,75
club,75
vámonos,75
tendría,75
esperaba,75
llaman,75
ninguno,75
alegra,75
nivel,75
blanco,75
negro,75
tonto,75
atención,76
aquel,76
debí,76
cama,76
vuelva,76
amiga,76
demás,76
damas,76
listos,77
habían,77
esperen,77
señal,77
futuro,77
permiso,77
situación,77
edad,77
respuesta,78
hicimos,78
música,78
intento,78
parecía,78
dejaré,78
sexo,78
marido,78
vengan,78
darte,78
ocurre,78
minuto,79
fotos,79
hayas,79
estuviste,79
habitación,79
pareces,79
alegro,79
dejado,79
darme,79
debajo,80
encontramos,80
tenia,80
santo,80
maestro,80
sigues,81
especial,81
dieron,81
café,81
mensaje,81
anoche,81
juro,81
dejé,81
avión,82
estados,82
mente,82
alrededor,82
voz,82
libre,82
muchachos,82
irme,82
apuesto,82
deseo,83
pregunto,83
servicio,83
aire,83
tranquilo,83
semanas,83
veamos,84
decía,84
cierra,84
lindo,84
oír,84
quedan,84
paz,84
vayan,84
quiera,84
hospital,84
acaso,84
acabó,85
trabajando,85
palabras,85
negocio,85
ambos,85
trabaja,85
noticias,85
foto,85
serás,86
cielo,86
podrían,86
dejes,86
hagan,86
información,86
programa,86
duro,86
necesitan,87
pena,87
puso,87
serán,87
sacar,87
ataque,87
apenas,87
caja,87
tome,87
sucede,87
pone,87
empezar,88
terminar,88
teléfono,88
estaremos,88
compañía,88
bebé,89
hazlo,89
regresar,89
bienvenido,89
volveré,90
señorita,90
llegado,90
querías,90
encima,91
diría,91
vuelto,91
llamada,91
estarás,91
querida,91
caballeros,92
segunda,92
ésa,92
usa,92
sueño,92
iremos,92
completamente,92
totalmente,92
coche,92
afuera,92
llega,93
dólares,93
placer,93
decirme,93
san,93
dolor,93
sala,93
país,94
extraño,94
niña,94
ganar,95
james,95
sitio,95
comprar,95
ejército,95
encuentra,95
línea,96
verdadero,96
siete,96
excepto,97
fuego,97
ojalá,97
largo,97
media,98
pudiera,98
seré,98
salvar,98
profesor,98
modo,99
entra,99
dormir,99
mejores,100
oficina,100
hicieron,100
tipos,100
pase,100
hacía,100
pensaba,100
creen,100
posible,101
oí,101
acá,101
baja,101
estábamos,101
pagar,102
vienen,102
quise,102
viaje,102
estés,102
porqué,102
oficial,102
asesino,103
centro,103
creía,103
salió,104
hablas,104
cuántos,104
cállate,104
encanta,104
ayudar,104
junto,104
segura,105
busca,105
según,105
derecho,105
calle,105
veré,106
querido,106
abajo,106
campo,106
decirle,106
hablo,107
espere,107
libro,107
ropa,107
ante,108
carajo,108
mitad,109
fuerza,109
dan,109
cambio,110
perdón,110
tendremos,110
atrás,110
través,110
puesto,111
deje,111
orden,111
verte,112
dijeron,112
sale,112
veras,112
conoce,112
perdido,113
oportunidad,113
gustan,113
conseguir,113
pueblo,113
daré,113
doy,114
juntos,114
sentir,114
propio,115
tendré,115
mató,115
sola,115
pasando,115
simplemente,116
encontré,116
malo,116
sean,116
venido,116
tengas,116
dale,116
prueba,116
cambiar,117
vivo,117
trae,117
pude,117
decirte,117
presidente,117
grupo,117
genial,117
diciendo,119
nave,119
aun,119
plan,119
estan,119
traje,119
sentido,119
control,119
siente,119
sientes,119
vive,119
seguridad,120
sistema,120
tendrás,120
disculpe,120
asunto,120
hubo,121
llevo,121
palabra,121
tendrá,121
escuela,121
ido,122
vio,122
estaría,122
arma,122
uds,123
hermana,123
haremos,123
recuerdas,123
millones,123
diga,123
dejó,123
pobre,123
darle,124
frente,124
meses,124
fuiste,124
gusto,124
general,125
anda,125
abre,126
fuerte,126
lejos,126
puta,126
peor,126
perro,127
propia,127
temo,127
adelante,127
lista,127
próxima,127
llevar,127
exactamente,128
das,128
armas,128
pudo,128
hacemos,129
hijos,129
esperando,129
tenías,129
pensando,130
podríamos,131
oído,131
rey,131
grandes,131
trato,132
recuerda,132
padres,132
supone,133
ten,133
pregunta,134
llegó,134
haría,134
basta,135
llamado,136
perder,136
sal,136
chicas,136
mire,137
fácil,137
tratando,137
vine,137
ése,138
esperar,138
cuarto,138
eras,138
fiesta,139
morir,139
joven,139
arriba,140
conoces,140
lamento,141
preocupes,141
alto,142
culpa,142
diez,143
resto,143
vuelta,143
tras,143
hará,143
tierra,144
acabo,145
viste,145
murió,146
loco,146
corazón,146
piensas,146
llamar,146
miren,148
luz,148
buscando,149
suficiente,149
usar,149
supuesto,149
serio,149
dado,150
odio,150
creí,150
suena,150
importante,151
mujeres,152
jugar,152
quédate,152
poner,152
amo,152
final,153
vemos,153
seas,154
trabajar,154
segundo,154
comer,155
deberíamos,155
recuerdo,155
mala,155
siendo,156
detrás,157
vuelve,157
tampoco,157
pequeña,157
sino,157
estuve,158
acaba,158
otras,158
probablemente,158
mil,159
cara,159
falta,159
buscar,161
digas,161
muerto,161
señora,162
agente,162
grande,162
comida,162
problemas,163
piensa,163
cuerpo,163
quisiera,163
queremos,163
llamo,163
demonios,163
horas,165
juego,165
estaban,167
paso,167
tuvo,167
estaré,167
contigo,169
incluso,170
difícil,170
noches,170
ésta,171
jamás,171
diré,172
asi,172
auto,174
sabemos,175
mano,175
hija,175
habría,175
haz,175
ayuda,175
tío,175
doctor,175
mayor,176
semana,176
agua,176
minutos,177
entiendo,178
ojos,178
seis,179
además,179
listo,179
adiós,179
seguir,180
pensar,180
rápido,181
conmigo,182
dile,182
pienso,183
sangre,183
guerra,184
persona,184
realidad,185
lleva,185
vivir,186
haga,186
misma,186
último,187
punto,187
deben,188
muerte,188
acerca,188
entrar,189
habrá,190
medio,191
equipo,191
jefe,192
miedo,192
niño,193
cariño,193
vino,193
di,194
creer,194
niños,196
mucha,196
tenido,199
podrías,199
dio,199
tenga,199
conozco,199
aqui,200
camino,200
cabeza,200
nuestras,201
única,201
matar,202
esposa,202
ciudad,204
hacen,205
puerta,205
os,205
bastante,205
dices,206
éste,206
manera,206
hermano,207
hablando,208
srta,208
hagas,208
iré,210
capitán,210
cierto,210
trata,211
cuatro,212
clase,212
venir,213
par,215
igual,215
pronto,216
amigos,216
eh,216
estará,217
historia,217
número,217
suerte,217
cual,217
feliz,217
chicos,218
estabas,219
encontrar,219
queda,219
necesitas,220
hiciste,220
manos,220
estuvo,222
adónde,224
venga,224
fueron,224
cuanto,224
cerca,224
pequeño,224
tarde,225
saben,225
caso,225
personas,226
eran,227
hacerlo,228
cuidado,229
podía,229
año,230
pasado,230
pueda,232
esté,232
escucha,233
hago,237
mío,238
familia,238
viejo,238
dicen,239
pasar,239
tuve,241
haré,242
problema,242
vale,243
dar,244
algunas,244
cinco,245
ok,247
chico,249
llegar,249
cuándo,249
dime,249
amor,251
justo,251
maldito,252
otros,252
razón,252
primero,252
cuenta,252
última,253
vete,253
lado,253
policía,255
fui,256
necesita,256
habla,260
deberías,261
muchos,261
cree,261
maldita,262
pasó,265
diablos,266
fin,266
e,267
dijiste,267
gustaría,268
primer,269
llama,269
sra,272
dentro,272
algunos,273
tomar,273
significa,275
hubiera,275
ninguna,276
allá,277
viene,278
necesitamos,279
dicho,280
ay,283
idea,284
unas,285
aunque,286
dejar,288
quieren,290
chica,290
siquiera,291
toma,292
supongo,293
nuestros,294
haya,294
volver,296
acuerdo,298
poder,299
bajo,301
sigue,302
hice,303
único,303
allí,307
forma,311
durante,317
mierda,317
buenos,322
dr,322
ningún,324
sabía,330
déjame,332
vi,334
mamá,337
iba,339
vaya,346
dame,349
mañana,350
espero,353
cuál,355
cuánto,358
días,358
importa,360
hey,361
da,363
ves,367
momento,368
sería,368
papá,368
digo,369
mujer,369
nueva,369
salir,370
hombres,372
tanto,372
mal,373
debemos,374
ustedes,374
nuevo,375
todavía,375
cualquier,376
mientras,378
primera,379
debería,380
contra,380
hoy,381
veces,381
madre,382
deja,382
pensé,389
haces,399
demasiado,399
ud,399
hacia,404
dinero,405
hora,406
quizás,406
amigo,407
muchas,411
casi,411
haciendo,412
debes,412
saber,414
pues,419
parte,422
esas,423
hizo,424
veo,425
somos,438
ah,441
buenas,443
entre,446
nombre,447
realmente,447
cosa,453
mundo,457
visto,457
noche,464
pueden,465
algún,474
mismo,484
estos,485
ti,486
hemos,487
mí,496
van,497
quizá,499
oye,506
luego,507
mas,507
esos,508
unos,509
quería,510
alguna,511
debo,519
lugar,520
verdad,520
pasa,520
ve,530
trabajo,530
espera,532
gusta,537
seguro,544
nuestra,544
aún,545
claro,550
nosotros,552
hijo,555
años,567
cada,570
padre,570
tres,574
haber,575
dice,580
menos,582
tienen,599
todas,603
sido,604
ven,613
estado,614
crees,614
fuera,618
tipo,621
toda,625
dije,626
ellos,631
buena,633
hablar,653
tenía,656
quien,658
tener,663
sabe,663
vida,666
nuestro,667
señor,677
será,678
hecho,678
después,681
había,687
necesito,690
debe,692
podría,712
día,716
buen,716
otro,724
cosas,726
gente,728
casa,733
podemos,736
favor,757
dijo,764
gran,765
tiempo,783
también,786
sea,793
desde,806
nadie,810
estas,822
poco,823
ahí,824
han,834
decir,835
tus,847
tal,876
vas,884
mira,896
ir,913
antes,918
parece,941
quiere,945
donde,980
uno,984
hombre,997
siempre,999
otra,1014
siento,1022
alguien,1022
estamos,1056
les,1057
estar,1065
solo,1067
hola,1072
ver,1077
gracias,1086
mucho,1108
mejor,1139
mis,1188
ni,1205
has,1205
usted,1208
sobre,1209
dios,1213
entonces,1264
oh,1269
sr,1272
hasta,1281
sin,1317
puedes,1349
tenemos,1367
dos,1383
ella,1388
hace,1390
vez,1423
sabes,1430
va,1432
quieres,1433
están,1434
estaba,1481
él,1490
nada,1535,
nunca,1561,ADV
quién,1574,PRR
hacer,1577,V
dónde,1589,ADV
porque,1617,CONJ
tan,1622,ADV
esa,1622,PRD
voy,1710,V
puede,1739,V
todos,1744,ADJM
sus,1744,ADJ
creo,1789,V
bueno,1797,ADJM
ese,1886,PRD
tienes,1889,V
sé,1893,V
así,1913,ADV
eres,1932,V
era,1995,V
he,2020,V
ser,2032,V
son,2051,V
fue,2114,V
algo,2195,PRI
ahora,2233,ADV
tú,2260,PRP
tiene,2265,V
aquí,2272,ADV
quiero,2279,V
esto,2301,PRD
puedo,2309,V
soy,2321,V
o,2331,CONJ
estás,2366,V
cómo,2377,ADV
vamos,2378,V
sólo,2389,ADV
este,2533,PRD
cuando,2533,CONJ
ha,2629,V
tengo,2778,V
nos,2848,PRP
todo,2998,ADJM
estoy,3028,V
bien,3126,NM
hay,3205,V
muy,3341,ADV
más,3507,ADV
ya,3574,ADV
esta,3634,PRD
sí,3701,ADV
eso,4059,PRD
le,4475,PRP
como,4666,ADV
al,4945,CONTRACC
del,4976,CONTRACC
tu,5281,PRP
yo,5333,PRP
su,5812,ADJ
las,6012,ART
pero,6057,PREP
si,6927,CONJ
está,7012,V
mi,7397,ADJ
para,7992,PREP
con,8560,PREP
se,9422,PRP
los,9640,ART
te,10402,PRP
una,10857,ART
qué,10900,PRO
me,12462,PRP
por,13097,PREP
un,17162,ART
lo,18033,ART
en,19587,PREP
y,20012,CONJ
es,20306,V
el,23137,ART
la,27061,ART
a,28536,PREP
no,35396,ADV
que,40437,ADV
de,40880,PREP